"","original_family","original_name","name_in_Flora","original_ID","final_family","scientificName","taxonID","vernacular_names","notes","tax_notes","notes_fam","nome_especie"
"348","Rubiaceae","Psychotria alto-macahensis M. Gomes","Psychotria alto-macahensis M. Gomes",127961,"Rubiaceae","Psychotria alto-macahensis M. Gomes",127961,NA,"LFB","name ok","","Psychotria alto-macahensis"
"349","Rubiaceae","Psychotria glaziovii Müll.Arg.","Psychotria glaziovii Müll.Arg.",14176,"Rubiaceae","Psychotria glaziovii Müll.Arg.",14176,NA,"LFB","name ok","","Psychotria glaziovii"
"350","Rubiaceae","Remijia asperula Standl.","Remijia asperula Standl.",39237,"Rubiaceae","Remijia asperula Standl.",39237,NA,"LFB","name ok","","Remijia asperula"
"351","Rubiaceae","Rudgea agresteophila Zappi, J.G. Jardim & Bruniera","Rudgea agresteophila Zappi, J.G. Jardim & Bruniera",603871,"Rubiaceae","Rudgea agresteophila Zappi, J.G. Jardim & Bruniera",603871,NA,"LFB","name ok","","Rudgea agresteophila Bruniera"
"352","Rubiaceae","Rudgea coriacea (Spreng.) K.Schum.","Rudgea coriacea (Spreng.) K.Schum.",14247,"Rubiaceae","Rudgea coriacea (Spreng.) K.Schum.",14247,NA,"LFB","name ok","","Rudgea coriacea"
"353","Rubiaceae","Rudgea jacobinensis Müll.Arg.","Rudgea jacobinensis Müll.Arg.",20851,"Rubiaceae","Rudgea jacobinensis Müll.Arg.",20851,NA,"LFB","name ok","","Rudgea jacobinensis"
"354","Rubiaceae","Rudgea malpighiacea Standl.","Rudgea malpighiacea Standl.",39300,"Rubiaceae","Rudgea malpighiacea Standl.",39300,NA,"LFB","name ok","","Rudgea malpighiacea"
"355","Rubiaceae","Rudgea mouririoides Standl.","Rudgea mouririoides Standl.",39303,"Rubiaceae","Rudgea mouririoides Standl.",39303,NA,"LFB","name ok","","Rudgea mouririoides"
"356","Rubiaceae","Rudgea nodosa (Cham.) Benth.","Rudgea nodosa (Cham.) Benth.",14261,"Rubiaceae","Rudgea nodosa (Cham.) Benth.",14261,NA,"LFB","name ok","","Rudgea nodosa"
"357","Rubiaceae","Rudgea obtusa Standl.","Rudgea obtusa Standl.",32683,"Rubiaceae","Rudgea obtusa Standl.",32683,NA,"LFB","name ok","","Rudgea obtusa"
"358","Rubiaceae","Rudgea recurva Müll.Arg.","Rudgea recurva Müll.Arg.",14265,"Rubiaceae","Rudgea recurva Müll.Arg.",14265,NA,"LFB","name ok","","Rudgea recurva"
"359","Rubiaceae","Schradera brasiliensis Mart. ex Schult.f. & Schult.","Schradera brasiliensis Mart. ex Schult.f. & Schult.",87589,"Rubiaceae","Schradera brasiliensis Mart. ex Schult.f. & Schult.",87589,NA,"LFB","name ok","","Schradera brasiliensis"
"360","Rubiaceae","Simira pilosa M.R.V.Barbosa & Peixoto","Simira pilosa M.R.V.Barbosa & Peixoto",39342,"Rubiaceae","Simira pilosa M.R.V.Barbosa & Peixoto",39342,NA,"LFB","name ok","","Simira pilosa"
"361","Rubiaceae","Sphinctanthus acutilobus Huber","Sphinctanthus acutilobus Huber",39408,"Rubiaceae","Sphinctanthus acutilobus Huber",39408,NA,"LFB","name ok","","Sphinctanthus acutilobus"
"362","Rubiaceae","Stachyarrhena acutiloba Steyerm.","Stachyarrhena acutiloba Steyerm.",39412,"Rubiaceae","Stachyarrhena acutiloba Steyerm.",39412,NA,"LFB","name ok","","Stachyarrhena acutiloba"
"363","Rubiaceae","Stachyarrhena harleyi J.H.Kirkbr.","Stachyarrhena harleyi J.H.Kirkbr.",14326,"Rubiaceae","Stachyarrhena harleyi J.H.Kirkbr.",14326,NA,"LFB","name ok","","Stachyarrhena harleyi"
"364","Rutaceae","Angostura quinquefolia Kallunki","Angostura quinquefolia Kallunki",315,"Rutaceae","Angostura quinquefolia Kallunki",315,NA,"LFB","name ok","","Angostura quinquefolia"
"365","Rutaceae","Conchocarpus diadematus Pirani","Conchocarpus diadematus Pirani",449,"Rutaceae","Conchocarpus diadematus Pirani",449,NA,"LFB","name ok","","Conchocarpus diadematus"
"366","Rutaceae","Conchocarpus fontanesianus (A. St.-Hil.) Kallunki & Pirani","Conchocarpus fontanesianus (A. St.-Hil.) Kallunki & Pirani",453,"Rutaceae","Conchocarpus fontanesianus (A. St.-Hil.) Kallunki & Pirani",453,"pitaguará (Cordeiro et al. 1581A)-PORTUGUES-Sudeste","LFB","name ok","","Conchocarpus fontanesianus"
"367","Rutaceae","Conchocarpus santosii Pirani & Kallunki","Conchocarpus santosii Pirani & Kallunki",482,"Rutaceae","Conchocarpus santosii Pirani & Kallunki",482,NA,"LFB","name ok","","Conchocarpus santosii"
"368","Rutaceae","Esenbeckia decidua Pirani","Esenbeckia decidua Pirani",580,"Rutaceae","Esenbeckia decidua Pirani",580,NA,"LFB","name ok","","Esenbeckia decidua"
"369","Rutaceae","Esenbeckia oligantha Kaastra","Esenbeckia oligantha Kaastra",606,"Rutaceae","Esenbeckia oligantha Kaastra",606,NA,"LFB","name ok","","Esenbeckia oligantha"
"370","Rutaceae","Galipea congestiflora Pirani","Galipea congestiflora Pirani",734,"Rutaceae","Galipea congestiflora Pirani",734,"laranjinha-branca (fide Salomão et al. 153)-PORTUGUES-Norte/Ucikarandu, akuciparandyp-PORTUGUES-Guiana Francesa e norte do Brasil","LFB","name ok","","Galipea congestiflora"
"371","Rutaceae","Galipea grandifolia Engl.","Galipea grandifolia Engl.",744,"Rutaceae","Galipea grandifolia Engl.",744,NA,"LFB","name ok","","Galipea grandifolia"
"372","Rutaceae","Galipea laxiflora Engl.","Galipea laxiflora Engl.",750,"Rutaceae","Galipea laxiflora Engl.",750,"muelinha-PORTUGUES-Bahia, Bondar 153","LFB","name ok","","Galipea laxiflora"
"373","Rutaceae","Galipea revoluta Pirani","Galipea revoluta Pirani",765,"Rutaceae","Galipea revoluta Pirani",765,NA,"LFB","name ok","","Galipea revoluta"
"374","Rutaceae","Helietta glaziovii (Engl.) Pirani","Helietta glaziovii (Engl.) Pirani",777,"Rutaceae","Helietta glaziovii (Engl.) Pirani",777,"grumari-PORTUGUES-Galvão 387 e 565/gumarim-PORTUGUES-Galvão 387 e 565/três folhas-PORTUGUES-Glaziou 18177","LFB","name ok","","Helietta glaziovii"
"375","Rutaceae","Hortia longifolia Spruce ex Engl.","Hortia longifolia Spruce ex Engl.",791,"Rutaceae","Hortia longifolia Spruce ex Engl.",791,NA,"LFB","name ok","","Hortia longifolia"
"376","Rutaceae","Hortia neblinensis Maguire & B.M.Boom","Hortia neblinensis Maguire & B.M.Boom",793,"Rutaceae","Hortia neblinensis Maguire & B.M.Boom",793,NA,"LFB","name ok","","Hortia neblinensis"
"377","Rutaceae","Neoraputia trifoliata (Engl.) Emmerich ex Kallunki","Neoraputia trifoliata (Engl.) Emmerich ex Kallunki",852,"Rutaceae","Neoraputia trifoliata (Engl.) Emmerich ex Kallunki",852,NA,"LFB","name ok","","Neoraputia trifoliata"
"378","Rutaceae","Pilocarpus grandiflorus Engl.","Pilocarpus grandiflorus Engl.",874,"Rutaceae","Pilocarpus grandiflorus Engl.",874,NA,"LFB","name ok","","Pilocarpus grandiflorus"
"379","Rutaceae","Pilocarpus sulcatus Skorupa","Pilocarpus sulcatus Skorupa",907,"Rutaceae","Pilocarpus sulcatus Skorupa",907,"jaborandi-PORTUGUES-Bahia/vidro-PORTUGUES-Bahia","LFB","name ok","","Pilocarpus sulcatus"
"380","Rutaceae","Ravenia infelix Vell.","Ravenia infelix Vell.",964,"Rutaceae","Ravenia infelix Vell.",964,"osso-de-porco-PORTUGUES-ES","LFB","name ok","","Ravenia infelix"
"381","Rutaceae","Ravenia polygalaecalyx Ducke","Ravenia polygalaecalyx Ducke",965,"Rutaceae","Ravenia polygalaecalyx Ducke",965,NA,"LFB","name ok","","Ravenia polygalaecalyx"
"382","Rutaceae","Ticorea froesii Kallunki","Ticorea froesii Kallunki",1036,"Rutaceae","Ticorea froesii Kallunki",1036,NA,"LFB","name ok","","Ticorea froesii"
"383","Rutaceae","Zanthoxylum djalma-batistae (Albuq.) P.G.Waterman","Zanthoxylum djalma-batistae (Albuq.) P.G.Waterman",1098,"Rutaceae","Zanthoxylum djalma-batistae (Albuq.) P.G.Waterman",1098,NA,"LFB","name ok","","Zanthoxylum djalma-batistae"
"384","Rutaceae","Zanthoxylum gardneri Engl.","Zanthoxylum gardneri Engl.",1114,"Rutaceae","Zanthoxylum gardneri Engl.",1114,"catuaba-de-espinho-PORTUGUES-Maranhão/laranjinha-PORTUGUES-Ceará/quebra-faca-PORTUGUES-Ceará/tinguaciba-PORTUGUES-Ceará","LFB","name ok","","Zanthoxylum gardneri"
"385","Rutaceae","Zanthoxylum kleinii (R.S.Cowan) P.G.Waterman","Zanthoxylum kleinii (R.S.Cowan) P.G.Waterman",1124,"Rutaceae","Zanthoxylum kleinii (R.S.Cowan) P.G.Waterman",1124,"juvevê-PORTUGUES-Sul/tembetari-PORTUGUES-Sul","LFB","name ok","","Zanthoxylum kleinii"
"386","Rutaceae","Zanthoxylum nemorale Mart.","Zanthoxylum nemorale Mart.",1139,"Rutaceae","Zanthoxylum nemorale Mart.",1139,"espinho-cheiroso-PORTUGUES-Bahia","LFB","name ok","","Zanthoxylum nemorale"
"387","Rutaceae","Zanthoxylum retusum (Albuq.) P.G.Waterman","Zanthoxylum retusum (Albuq.) P.G.Waterman",1161,"Rutaceae","Zanthoxylum retusum (Albuq.) P.G.Waterman",1161,"laranjeira-PORTUGUES-Sudeste/laranjeira-brava-PORTUGUES-Sudeste/tinguaciba-PORTUGUES-Sudeste","LFB","name ok","","Zanthoxylum retusum"
"388","Salicaceae","Casearia oblongifolia Cambess.","Casearia oblongifolia Cambess.",14379,"Salicaceae","Casearia oblongifolia Cambess.",14379,NA,"LFB","name ok","","Casearia oblongifolia"
"389","Salicaceae","Casearia selloana Eichler","Casearia selloana Eichler",14382,"Salicaceae","Casearia selloana Eichler",14382,NA,"LFB","name ok","","Casearia selloana"
"390","Sapindaceae","Cupania tenuivalvis Radlk.","Cupania tenuivalvis Radlk.",32716,"Sapindaceae","Cupania tenuivalvis Radlk.",32716,"camboatá-PORTUGUES-Sudeste/camboatá-de-folha-miúda-PORTUGUES-Sudeste","LFB","name ok","","Cupania tenuivalvis"
"391","Sapindaceae","Diatenopteryx grazielae Vaz & Andreata","Diatenopteryx grazielae Vaz & Andreata",20900,"Sapindaceae","Diatenopteryx grazielae Vaz & Andreata",20900,"rapadura-PORTUGUES-Nordeste","LFB","name ok","","Diatenopteryx grazielae"
"392","Sapindaceae","Matayba livescens (Radlk.) R. L. G. Coelho, V. C. Souza & Ferrucci","Matayba livescens (Radlk.) R. L. G. Coelho, V. C. Souza & Ferrucci",602975,"Sapindaceae","Matayba livescens (Radlk.) R. L. G. Coelho, V. C. Souza & Ferrucci",602975,NA,"LFB","name ok","","Matayba livescens Souza"
"393","Sapindaceae","Matayba mollis Radlk.","Matayba mollis Radlk.",32722,"Sapindaceae","Matayba mollis Radlk.",32722,"mataíba-PORTUGUES-Sudeste","LFB","name ok","","Matayba mollis"
"394","Sapindaceae","Toulicia crassifolia Radlk.","Toulicia crassifolia Radlk.",20994,"Sapindaceae","Toulicia crassifolia Radlk.",20994,NA,"LFB","name ok","","Toulicia crassifolia"
"395","Sapindaceae","Toulicia subsquamulata Radlk.","Toulicia subsquamulata Radlk.",111749,"Sapindaceae","Toulicia subsquamulata Radlk.",111749,NA,"LFB","name ok","","Toulicia subsquamulata"
"396","Simaroubaceae","Homalolepis cuneata (A.St.-Hil. & Tul.) Devecchi & Pirani","Homalolepis cuneata (A.St.-Hil. & Tul.) Devecchi & Pirani",604260,"Simaroubaceae","Homalolepis cuneata (A.St.-Hil. & Tul.) Devecchi & Pirani",604260,NA,"LFB","name ok","","Homalolepis cuneata"
"397","Simaroubaceae","Homalolepis ferruginea (A.St.-Hil.) Devecchi & Pirani","Homalolepis ferruginea (A.St.-Hil.) Devecchi & Pirani",604263,"Simaroubaceae","Homalolepis ferruginea (A.St.-Hil.) Devecchi & Pirani",604263,NA,"LFB","name ok","","Homalolepis ferruginea"
"398","Siparunaceae","Siparuna cymosa Tolm.","Siparuna cymosa Tolm.",14546,"Siparunaceae","Siparuna cymosa Tolm.",14546,"Capitiú-PORTUGUES-Norte","LFB","name ok","","Siparuna cymosa"
"399","Solanaceae","Cestrum corcovadense Miers","Cestrum corcovadense Miers",14638,"Solanaceae","Cestrum corcovadense Miers",14638,NA,"LFB","name ok","","Cestrum corcovadense"
"400","Solanaceae","Cestrum subpulverulentum Mart.","Cestrum subpulverulentum Mart.",14653,"Solanaceae","Cestrum subpulverulentum Mart.",14653,NA,"LFB","name ok","","Cestrum subpulverulentum"
"401","Solanaceae","Solanum castaneum Carvalho","Solanum castaneum Carvalho",14745,"Solanaceae","Solanum castaneum Carvalho",14745,NA,"LFB","name ok","","Solanum castaneum"
"402","Solanaceae","Solanum falciforme Farruggia","Solanum falciforme Farruggia",604395,"Solanaceae","Solanum falciforme Farruggia",604395,NA,"LFB","name ok","","Solanum falciforme"
"403","Solanaceae","Solanum sellowianum Sendtn.","Solanum sellowianum Sendtn.",14858,"Solanaceae","Solanum sellowianum Sendtn.",14858,NA,"LFB","name ok","","Solanum sellowianum"
"404","Styracaceae","Styrax latifolius Pohl","Styrax latifolius Pohl",21253,"Styracaceae","Styrax latifolius Pohl",21253,NA,"LFB","name ok","","Styrax latifolius"
"405","Styracaceae","Styrax pedicellatus (Perkins) B.Walln.","Styrax pedicellatus (Perkins) B.Walln.",21255,"Styracaceae","Styrax pedicellatus (Perkins) B.Walln.",21255,NA,"LFB","name ok","","Styrax pedicellatus"
"406","Symplocaceae","Symplocos nitidiflora Brand","Symplocos nitidiflora Brand",14912,"Symplocaceae","Symplocos nitidiflora Brand",14912,"capororoca-falsa-PORTUGUES-Rio de Janeiro (Itatiaia)","LFB","name ok","","Symplocos nitidiflora"
"407","Symplocaceae","Symplocos pentandra (Mattos) Occhioni ex Aranha","Symplocos pentandra (Mattos) Occhioni ex Aranha",111436,"Symplocaceae","Symplocos pentandra (Mattos) Occhioni ex Aranha",111436,"congoinha-PORTUGUES-Minas Gerais/congonha-PORTUGUES-Minas Gerais/congonha-do-campo-PORTUGUES-Minas Gerais/maria-mole-PORTUGUES-Paraná/veadeira-do-campo-PORTUGUES-Paraná","LFB","name ok","","Symplocos pentandra"
"408","Symplocaceae","Symplocos platyphylla (Pohl) Benth.","Symplocos platyphylla (Pohl) Benth.",14914,"Symplocaceae","Symplocos platyphylla (Pohl) Benth.",14914,NA,"LFB","name ok","","Symplocos platyphylla"
"409","Symplocaceae","Symplocos pustulosa Aranha","Symplocos pustulosa Aranha",121938,"Symplocaceae","Symplocos pustulosa Aranha",121938,"orelha-de-onça-PORTUGUES-Santa Catarina","LFB","name ok","","Symplocos pustulosa"
"410","Thymelaeaceae","Daphnopsis brasiliensis Mart.","Daphnopsis brasiliensis Mart.",14942,"Thymelaeaceae","Daphnopsis brasiliensis Mart.",14942,"Embira-amarela-PORTUGUES-Sudeste/Embira-toicinheira-PORTUGUES-Sudeste","LFB","name ok","","Daphnopsis brasiliensis"
"411","Thymelaeaceae","Daphnopsis coriacea Taub.","Daphnopsis coriacea Taub.",14943,"Thymelaeaceae","Daphnopsis coriacea Taub.",14943,"Embira-branca-PORTUGUES-Sul/Ibiratinga-PORTUGUES-Sul","LFB","name ok","","Daphnopsis coriacea"
"412","Thymelaeaceae","Daphnopsis martii Meisn.","Daphnopsis martii Meisn.",14945,"Thymelaeaceae","Daphnopsis martii Meisn.",14945,"Embira-PORTUGUES-Sudeste/Pau-de-embira-PORTUGUES-Sudeste","LFB","name ok","","Daphnopsis martii"
"413","Thymelaeaceae","Daphnopsis pseudosalix Domke","Daphnopsis pseudosalix Domke",14946,"Thymelaeaceae","Daphnopsis pseudosalix Domke",14946,"Embira-branca-PORTUGUES-Sul/Embira-pimenta-PORTUGUES-Sul","LFB","name ok","","Daphnopsis pseudosalix"
"414","Thymelaeaceae","Daphnopsis schwackeana Taub.","Daphnopsis schwackeana Taub.",14948,"Thymelaeaceae","Daphnopsis schwackeana Taub.",14948,"embira-PORTUGUES-Sudeste/ouvira-branca-PORTUGUES-Sudeste","LFB","name ok","","Daphnopsis schwackeana"
"415","Thymelaeaceae","Daphnopsis utilis Warm.","Daphnopsis utilis Warm.",14950,"Thymelaeaceae","Daphnopsis utilis Warm.",14950,"Embira-PORTUGUES-Sudeste/Embira-branca-PORTUGUES-Sudeste","LFB","name ok","","Daphnopsis utilis"
"416","Urticaceae","Coussapoa pachyphylla Akkermans & C.C.Berg","Coussapoa pachyphylla Akkermans & C.C.Berg",15047,"Urticaceae","Coussapoa pachyphylla Akkermans & C.C.Berg",15047,NA,"LFB","name ok","","Coussapoa pachyphylla"
"417","Urticaceae","Coussapoa sprucei Mildbr.","Coussapoa sprucei Mildbr.",81607,"Urticaceae","Coussapoa sprucei Mildbr.",81607,NA,"LFB","name ok","","Coussapoa sprucei"
"418","Vochysiaceae","Qualea ingens Warm.","Qualea ingens Warm.",33317,"Vochysiaceae","Qualea ingens Warm.",33317,NA,"LFB","name ok","","Qualea ingens"
"419","Vochysiaceae","Vochysia discolor Warm.","Vochysia discolor Warm.",103470,"Vochysiaceae","Vochysia discolor Warm.",103470,"cinzeiro-PORTUGUES-Minas Gerais","LFB","name ok","","Vochysia discolor"
"420","Vochysiaceae","Vochysia lucida C.Presl","Vochysia lucida C.Presl",21584,"Vochysiaceae","Vochysia lucida C.Presl",21584,"Mucerengue (ou Musserengue)-PORTUGUES-Bahia/Pau-de-rato-PORTUGUES-Bahia/Tapiroroca-PORTUGUES-Bahia/Tapororoca-PORTUGUES-Bahia","LFB","name ok","","Vochysia lucida"
"421","Vochysiaceae","Vochysia oppugnata (Vell.) Warm.","Vochysia oppugnata (Vell.) Warm.",15310,"Vochysiaceae","Vochysia oppugnata (Vell.) Warm.",15310,"canela-santa-PORTUGUES-NA/cinzeiro-PORTUGUES-NA/congonha-do-campo-PORTUGUES-NA/congonheiro-PORTUGUES-NA/guaruba-PORTUGUES-NA/jacatirão-branco-PORTUGUES-NA/louro-d'água-PORTUGUES-NA/murici-PORTUGUES-NA/murici-barrigad'água-PORTUGUES-NA/murici-branco-PORTUGUES-NA/muricica-PORTUGUES-NA/pau-de-brincos-PORTUGUES-NA/pau-de-cinza-PORTUGUES-NA/pau-de-lágrima-PORTUGUES-NA/rabo-de-arara-PORTUGUES-NA/rabo-de-tucano-PORTUGUES-NA","LFB","name ok","","Vochysia oppugnata"
"422","Vochysiaceae","Vochysia saldanhana Warm.","Vochysia saldanhana Warm.",15317,"Vochysiaceae","Vochysia saldanhana Warm.",15317,"canela santa-PORTUGUES-Rio de Janeiro/Muricy-PORTUGUES-Rio de Janeiro","LFB","name ok","","Vochysia saldanhana"
"423","Fabaceae","Acosmium diffusissimum (Mohlenbr.) Yakovlev","Acosmium diffusissimum (Mohlenbr.) Yakovlev",18007,"Fabaceae","Acosmium diffusissimum (Mohlenbr.) Yakovlev",18007,"lombo-preto-PORTUGUES-Nordeste","LFB","name ok","","Acosmium diffusissimum"
"424","Fabaceae","Aeschynomene monteiroi Afr.Fern. & P.Bezerra","Aeschynomene monteiroi Afr.Fern. & P.Bezerra",78991,"Fabaceae","Aeschynomene monteiroi Afr.Fern. & P.Bezerra",78991,NA,"LFB","name ok","","Aeschynomene monteiroi"
"425","Fabaceae","Androcalymma glabrifolium Dwyer","Androcalymma glabrifolium Dwyer",82643,"Fabaceae","Androcalymma glabrifolium Dwyer",82643,NA,"LFB","name ok","","Androcalymma glabrifolium"
"426","Fabaceae","Bauhinia aureopunctata Ducke","Bauhinia aureopunctata Ducke",78512,"Fabaceae","Bauhinia aureopunctata Ducke",78512,NA,"LFB","name ok","","Bauhinia aureopunctata"
"427","Fabaceae","Bauhinia bicolor (Bong.) Steud.","Bauhinia bicolor (Bong.) Steud.",106585,"Fabaceae","Bauhinia bicolor (Bong.) Steud.",106585,NA,"LFB","name ok","","Bauhinia bicolor"
"428","Fabaceae","Bauhinia membranacea Benth.","Bauhinia membranacea Benth.",27790,"Fabaceae","Bauhinia membranacea Benth.",27790,NA,"LFB","name ok","","Bauhinia membranacea"
"429","Fabaceae","Bauhinia piresii Vaz & G.P. Lewis","Bauhinia piresii Vaz & G.P. Lewis",583062,"Fabaceae","Bauhinia piresii Vaz & G.P. Lewis",583062,NA,"LFB",NA,"","Bauhinia piresii"
"430","Fabaceae","Bauhinia uberlandiana Vaz & G.P. Lewis","Bauhinia uberlandiana Vaz & G.P. Lewis",583063,"Fabaceae","Bauhinia uberlandiana Vaz & G.P. Lewis",583063,NA,"LFB",NA,"","Bauhinia uberlandiana"
"431","Fabaceae","Calliandra duckei Barneby","Calliandra duckei Barneby",18186,"Fabaceae","Calliandra duckei Barneby",18186,NA,"LFB","name ok","","Calliandra duckei"
"432","Fabaceae","Cenostigma nordestinum E. Gagnon & G.P. Lewis","Cenostigma nordestinum E. Gagnon & G.P. Lewis",605753,"Fabaceae","Cenostigma nordestinum E. Gagnon & G.P. Lewis",605753,NA,"LFB",NA,"","Cenostigma nordestinum"
"433","Fabaceae","Chamaecrista amabilis H.S.Irwin & Barneby","Chamaecrista amabilis H.S.Irwin & Barneby",18290,"Fabaceae","Chamaecrista amabilis H.S.Irwin & Barneby",18290,NA,"LFB","name ok","","Chamaecrista amabilis"
"434","Fabaceae","Chamaecrista amorimii Barneby","Chamaecrista amorimii Barneby",18292,"Fabaceae","Chamaecrista amorimii Barneby",18292,"sucupira-preta-PORTUGUES-Bahia","LFB","name ok","","Chamaecrista amorimii"
"435","Fabaceae","Chamaecrista celiae (H.S.Irwin & Barneby) H.S.Irwin & Barneby","Chamaecrista celiae (H.S.Irwin & Barneby) H.S.Irwin & Barneby",27878,"Fabaceae","Chamaecrista celiae (H.S.Irwin & Barneby) H.S.Irwin & Barneby",27878,NA,"LFB","name ok","","Chamaecrista celiae"
"436","Fabaceae","Chamaecrista fulgida Barneby","Chamaecrista fulgida Barneby",27955,"Fabaceae","Chamaecrista fulgida Barneby",27955,NA,"LFB","name ok","","Chamaecrista fulgida"
"437","Fabaceae","Chamaecrista lentiscifolia (Benth.) H.S.Irwin & Barneby","Chamaecrista lentiscifolia (Benth.) H.S.Irwin & Barneby",27984,"Fabaceae","Chamaecrista lentiscifolia (Benth.) H.S.Irwin & Barneby",27984,NA,"LFB","name ok","","Chamaecrista lentiscifolia"
"438","Fabaceae","Chamaecrista machaeriifolia (Benth.) H.S.Irwin & Barneby","Chamaecrista machaeriifolia (Benth.) H.S.Irwin & Barneby",27994,"Fabaceae","Chamaecrista machaeriifolia (Benth.) H.S.Irwin & Barneby",27994,NA,"LFB","name ok","","Chamaecrista machaeriifolia"
"439","Fabaceae","Chamaecrista nuda (H.S.Irwin & Barneby) H.S.Irwin & Barneby","Chamaecrista nuda (H.S.Irwin & Barneby) H.S.Irwin & Barneby",28010,"Fabaceae","Chamaecrista nuda (H.S.Irwin & Barneby) H.S.Irwin & Barneby",28010,NA,"LFB","name ok","","Chamaecrista nuda"
"440","Fabaceae","Chamaecrista pteropoda Barneby","Chamaecrista pteropoda Barneby",78644,"Fabaceae","Chamaecrista pteropoda Barneby",78644,NA,"LFB","name ok","","Chamaecrista pteropoda"
"441","Fabaceae","Chamaecrista spinulosa (H.S.Irwin & Barneby) H.S.Irwin & Barneby","Chamaecrista spinulosa (H.S.Irwin & Barneby) H.S.Irwin & Barneby",28082,"Fabaceae","Chamaecrista spinulosa (H.S.Irwin & Barneby) H.S.Irwin & Barneby",28082,NA,"LFB","name ok","","Chamaecrista spinulosa"
"442","Fabaceae","Chamaecrista subpeltata (Rizzini) H.S.Irwin & Barneby","Chamaecrista subpeltata (Rizzini) H.S.Irwin & Barneby",104861,"Fabaceae","Chamaecrista subpeltata (Rizzini) H.S.Irwin & Barneby",104861,"candeia-preta-PORTUGUES-MA","LFB","name ok","","Chamaecrista subpeltata"
"443","Fabaceae","Chamaecrista unijuga (Benth.) Conc. et al.","Chamaecrista unijuga (Benth.) Conc. et al.",105504,"Fabaceae","Chamaecrista unijuga (Benth.) Conc. et al.",105504,NA,"LFB","name ok","","Chamaecrista unijuga"
"444","Fabaceae","Copaifera cearensis Huber ex Ducke","Copaifera cearensis Huber ex Ducke",78649,"Fabaceae","Copaifera cearensis Huber ex Ducke",78649,NA,"LFB","name ok","","Copaifera cearensis"
"445","Fabaceae","Copaifera piresii Ducke","Copaifera piresii Ducke",82971,"Fabaceae","Copaifera piresii Ducke",82971,"Copaíba-PORTUGUES-N/Copaíba-angelim-PORTUGUES-N","LFB","name ok","","Copaifera piresii"
"446","Fabaceae","Coursetia vicioides (Nees & Mart.) Benth.","Coursetia vicioides (Nees & Mart.) Benth.",18440,"Fabaceae","Coursetia vicioides (Nees & Mart.) Benth.",18440,NA,"LFB","name ok","","Coursetia vicioides"
"447","Fabaceae","Cynometra macrocarpa A.S.Tav.","Cynometra macrocarpa A.S.Tav.",83004,"Fabaceae","Cynometra macrocarpa A.S.Tav.",83004,NA,"LFB","name ok","","Cynometra macrocarpa"
"448","Fabaceae","Cynometra marleneae A.S.Tav.","Cynometra marleneae A.S.Tav.",83007,"Fabaceae","Cynometra marleneae A.S.Tav.",83007,NA,"LFB","name ok","","Cynometra marleneae"
"449","Fabaceae","Dahlstedtia lewisiana M.J. Silva & A.M.G. Azevedo","Dahlstedtia lewisiana M.J. Silva & A.M.G. Azevedo",135541,"Fabaceae","Dahlstedtia lewisiana M.J. Silva & A.M.G. Azevedo",135541,NA,"LFB","name ok","","Dahlstedtia lewisiana"
"450","Fabaceae","Dicymbe amazonica Ducke","Dicymbe amazonica Ducke",78673,"Fabaceae","Dicymbe amazonica Ducke",78673,NA,"LFB","name ok","","Dicymbe amazonica"
"451","Fabaceae","Dicymbe arenicola W.A.Rodrigues","Dicymbe arenicola W.A.Rodrigues",83073,"Fabaceae","Dicymbe arenicola W.A.Rodrigues",83073,NA,"LFB","name ok","","Dicymbe arenicola"
"452","Fabaceae","Dimorphandra parviflora Spruce ex Benth.","Dimorphandra parviflora Spruce ex Benth.",78684,"Fabaceae","Dimorphandra parviflora Spruce ex Benth.",78684,NA,"LFB","name ok","","Dimorphandra parviflora"
"453","Fabaceae","Eperua praesagata R.S.Cowan","Eperua praesagata R.S.Cowan",83167,"Fabaceae","Eperua praesagata R.S.Cowan",83167,NA,"LFB","name ok","","Eperua praesagata"
"454","Fabaceae","Erythrostemon calycina (Benth.) L.P.Queiroz","Erythrostemon calycina (Benth.) L.P.Queiroz",109823,"Fabaceae","Erythrostemon calycina (Benth.) L.P.Queiroz",109823,NA,"LFB","name ok","","Erythrostemon calycina"
"455","Fabaceae","Hymenaea cangaceira R.B.Pinto, Mansano & A.M.G.Azevedo","Hymenaea cangaceira R.B.Pinto, Mansano & A.M.G.Azevedo",604374,"Fabaceae","Hymenaea cangaceira R.B.Pinto, Mansano & A.M.G.Azevedo",604374,"Jatobá-do-cangaço-PORTUGUES-Nordeste do Brasil","LFB","name ok","","Hymenaea cangaceira"
"456","Fabaceae","Leptolobium multijugum Sch.Rodr. & A.M.G.Azevedo","Leptolobium multijugum Sch.Rodr. & A.M.G.Azevedo",122554,"Fabaceae","Leptolobium multijugum Sch.Rodr. & A.M.G.Azevedo",122554,NA,"LFB","name ok","","Leptolobium multijugum"
"457","Fabaceae","Lonchocarpus praecox Mart. ex Benth.","Lonchocarpus praecox Mart. ex Benth.",18695,"Fabaceae","Lonchocarpus praecox Mart. ex Benth.",18695,NA,"LFB","name ok","","Lonchocarpus praecox"
